RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.62,2.47,0:07.09,0,1445979,0,0
90,4.65,2.65,0:07.31,3226,1448632,193796,4595
80,4.66,2.73,0:07.39,3226,1450459,270141,5131
70,4.64,3.74,0:08.42,58779,1598522,551928,142638
60,4.92,5.36,0:10.30,125035,1957348,1032816,437418
50,5.00,7.79,0:12.80,272373,2302229,1532648,1198594
40,5.68,18.45,0:24.21,405990,4666961,4417989,4274807
30,6.11,20.97,0:27.17,353483,4879019,4759676,6666103
20,6.28,22.31,0:28.64,295377,4908906,4945064,8181864
10,6.08,22.85,0:28.96,31810,4942440,4995216,9757701
5,5.93,23.45,0:29.41,33125,4935006,4999442,10191785
