RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.14,0.19,0:02.81,0,101049,0,0
90,7.35,0.57,0:03.01,10844,107115,55099,41280
80,7.76,0.66,0:03.20,426,150874,86813,55862
70,7.79,0.45,0:03.17,14510,106586,66869,58625
60,7.53,0.47,0:03.06,706,119026,75749,65154
50,8.20,0.60,0:03.33,1636,185676,127941,72227
40,9.06,2.25,0:04.17,37786,492788,465178,408765
30,8.75,2.58,0:04.21,11878,537811,531655,564439
20,9.17,2.66,0:04.38,15475,543002,545529,595684
10,11.14,3.31,0:05.34,171628,540819,540022,589668
5,11.07,4.70,0:05.86,380141,572007,558912,609514
