RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.39,0.15,0:04.56,0,104852,0,0
90,5.20,0.48,0:05.69,13173,114700,165080,99353
80,4.98,1.27,0:06.27,50824,116735,469016,343923
70,4.95,1.66,0:06.63,64938,114662,475959,458770
60,4.91,1.92,0:06.85,73897,120777,493408,496258
50,5.37,2.03,0:07.42,79966,159719,620766,610998
40,6.85,4.98,0:12.29,118691,491654,1972011,1748885
30,7.97,12.75,0:23.13,208891,1072627,4256809,4696963
20,7.99,13.80,0:24.45,219262,1110303,4455987,5112857
10,8.21,29.95,0:44.40,470683,2150537,7959066,9920235
5,7.93,21.52,0:34.50,436768,2228936,5500869,7487974
