RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,105121,0
90,140168,15808
80,174434,49679
70,179303,60344
60,233123,73053
50,227174,71786
40,680174,104265
30,1373025,224373
20,1410470,233619
