RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.93,0.11,0:01.60,0,100476,0,0
90,4.14,0.26,0:01.77,1386,140475,44741,41893
80,4.14,0.34,0:01.81,2079,151312,57417,51997
70,4.12,0.44,0:01.85,2757,162737,73705,64062
60,4.27,0.41,0:01.90,4828,169877,76124,73018
50,4.76,0.73,0:02.17,26383,216120,110323,100999
40,5.12,2.05,0:02.77,8445,904232,451474,430935
30,5.33,3.12,0:03.25,8024,1339960,687613,732923
20,5.18,3.18,0:03.26,249,1373851,705047,767666
10,5.49,3.34,0:03.42,130,1382584,709358,775119
5,5.91,3.76,0:03.98,5167,1391748,719835,785047
