RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,100792,0
90,159776,1442
80,170324,2133
70,179586,2816
60,187809,4885
50,254418,26437
40,926628,8506
30,1375741,8084
20,1411785,310
10,1424336,188
5,1580551,5221
