RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.51,0.12,0:03.63,0,100590,0,0
90,3.58,0.24,0:03.85,1033,140789,44572,42502
80,3.62,0.26,0:03.92,4134,153333,60241,55220
70,3.54,0.37,0:03.94,4271,162726,74019,66246
60,3.59,0.40,0:04.03,7829,173749,79492,77047
50,3.58,0.73,0:04.34,31681,219153,114870,107020
40,3.90,1.84,0:05.84,15482,1104998,554684,586597
30,4.05,2.11,0:06.34,2385,1380035,708980,764113
20,4.03,2.06,0:06.28,31,1382707,709364,776518
10,4.06,2.11,0:06.33,3370,1389999,714625,780118
5,4.38,3.35,0:07.88,76423,1817657,822428,1235005
