RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2
100,0,786698,1394171,13972007,53600,841976.5,80434.13,,,,49355.10,262160,8687.322,325.360
100,1,2036,2695.137,2.100,,,,,,,,,,
100,2,402,655.576,2.522,,,,,,,,,,
100,3,1969,2558.808,2.428,,,,,,,,,,
100,4,1328,1627.420,1.361,,,,,,,,,,
90,0,786692,1056520,27656097,7,179.350,11.665,15,377016.5,40993278,216704.0,345869,245999.7,160920.9
90,1,2084,2686.096,199.577,,,,,,,,,,
90,2,984,1325.763,1.552,,,,,,,,,,
90,3,2139,2682.688,19.447,,,,,,,,,,
90,4,1928,2293.132,1.384,,,,,,,,,,
80,0,786748,1065739,2418047,7,51.704,1.559,15,366440.8,171542190,218206.6,346016,246413.3,1011142
80,1,455,601.246,1.099,,,,,,,,,,
80,2,306,623.408,5.427,8,58.908,2.053,,,,,8,0.312,0.000
80,3,3502,4205.948,27.220,16,113.387,5.236,,,,,16,0.559,0.000
80,4,1725,2277.188,1.765,,,,,,,,,,
70,0,786706,1078258,7646520,43,493.788,75.757,14,312648.3,89071643,221400.2,343582,238110.4,198055.0
70,1,424,443.854,0.321,,,,,,,,,,
70,2,155,375.337,6.319,,,,,,,,,,
70,3,1853,2711.288,2.626,,,,,,,,,,
70,4,1938,2325.598,1.934,,,,,,,,,,
60,0,995572,1725371,95836943,61,522.322,29.384,15,643468.8,1346892385,341790.9,641660,609362.3,491276.7
60,1,2073,2538.258,31236.69,,,,,,,,,,
60,2,398,739.332,4.429,,,,,,,,,,
60,3,2394,3179.520,7.346,,,,,,,,,,
60,4,1591,1985.681,1.265,,,,,,,,,,
50,0,1048779,1884096,3632164,118,1885.246,130.406,21,846853.2,416326033,368188.5,717916,724651.9,897228.4
50,1,710,861.368,2.276,,,,,,,,,,
50,2,449,835.485,3.552,16,119.597,5.762,,,,,16,0.595,0.000
50,3,2903,4110.405,4.232,,,,,,,,,,
50,4,2837,3387.959,4.317,,,,,,,,,,
40,0,1048785,1962918,4203762,17,220.683,68.890,13,298797.3,31980086,382086.3,723884,752404.5,478151.5
40,1,1818,2313.841,2.400,,,,,,,,,,
40,2,423,734.420,4.594,,,,,,,,,,
40,3,2688,3708.090,5.998,,,,,,,,,,
40,4,1548,1946.828,2.805,8,59.811,2.555,,,,,9,0.360,0.000
30,0,1048919,1957701,12622772,17,166.414,34.561,8,197863.9,81288006,379939.1,722055,754911.2,2226231
30,1,2447,3129.819,9.485,,,,,,,,,,
30,2,573,999.304,3.458,16,111.607,1.921,,,,,16,0.587,0.000
30,3,2409,3409.188,9.830,,,,,,,,,,
30,4,1703,2205.356,3.028,,,,,,,,,,
20,0,1048726,1955188,1012703117,16,154.836,35.621,5,137770.0,24534075,377337.4,720350,752919.1,766072.8
20,1,934,1189.739,2.118,,,,,,,,,,
20,2,348,634.218,2.270,,,,,,,,,,
20,3,1844,2498.890,3.128,,,,,,,,,,
20,4,571,723.831,2.170,,,,,,,,,,
10,0,1048727,1964312,6603445,17,200.268,61.838,3,60960.02,12294848,372514.1,723351,769029.0,1276092
10,1,2334,3160.615,10.378,,,,,,,,,,
10,2,927,1320.421,3.015,,,,,,,,,,
10,3,2211,2995.247,13.047,,,,,,,,,,
10,4,2060,2521.090,1.671,,,,,,,,,,
5,0,1048916,1970308,4133216,17,200.414,73.694,,,,374521.3,719926,764196.8,1089530
5,1,1289,1731.416,2.733,,,,,,,,,,
5,2,299,702.185,5.230,16,111.704,2.867,,,,,16,0.583,0.000
5,3,892,1296.816,1.763,8,60.596,2.240,,,,,8,0.296,0.000
5,4,4058,4497.649,33.002,,,,,,,,,,
