RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.87,0.11,0:03.99,0,104760,0,0
90,3.85,0.22,0:04.07,5137,121433,26465,16997
80,3.83,0.28,0:04.11,4104,156800,63028,54791
70,3.80,0.33,0:04.14,4763,172430,74486,72728
60,3.82,0.30,0:04.12,3524,177791,75080,77804
50,3.79,0.51,0:04.30,15962,196836,92006,91947
40,3.91,1.32,0:05.25,65709,424013,234060,225317
30,4.34,1.91,0:06.26,18989,1269104,650008,672981
20,4.43,2.05,0:06.51,32537,1295288,682078,742184
10,4.74,3.89,0:08.68,37642,2626215,1281460,1548106
5,4.64,4.00,0:08.68,36711,2629062,1282833,1613609
