RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.54,0.85,0:06.40,21,678210,903,612
90,5.66,0.80,0:06.46,30,689368,39042,11385
80,5.61,0.90,0:06.52,25,689376,82704,11460
70,5.68,0.96,0:06.65,68,699885,153928,24215
60,5.73,1.42,0:07.16,21631,742421,245867,82776
50,5.71,1.65,0:07.38,12033,832305,342479,162504
40,5.98,1.77,0:07.80,11962,971509,441567,300956
30,5.99,2.25,0:08.37,22797,1140288,560497,497315
20,6.19,2.13,0:08.51,2366,1224297,657351,584045
10,6.20,2.60,0:08.95,4496,1371537,713819,740004
5,7.06,2.63,0:09.82,5050,1445960,774255,807670
