RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.66,0.12,0:03.79,0,104760,0,0
90,3.69,0.25,0:03.94,14152,112473,26477,16546
80,3.66,0.70,0:04.37,51097,116786,78051,57009
70,3.69,0.82,0:04.52,67113,113656,76270,73651
60,3.59,0.93,0:04.53,75070,117986,81370,82212
50,3.71,1.05,0:04.78,88917,158814,110644,106317
40,3.95,2.12,0:06.26,128122,574671,351636,326250
30,4.27,3.67,0:08.42,220959,1073860,656302,712954
20,4.33,3.88,0:08.69,231521,1111008,688506,761312
10,4.83,7.62,0:13.91,460529,2146046,1267076,1498285
5,4.57,7.95,0:13.94,452448,2213317,1283110,1631816
