RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,100727,0
90,152831,40298
80,160864,46318
70,175733,58700
60,183914,63883
50,305644,71291
40,1175382,183980
30,1384960,251886
20,1412675,269886
10,1423758,273350
5,1479094,288887
