RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.93,0.11,0:01.59,0,100476,0,0
90,4.10,0.56,0:01.82,40285,112214,61086,43739
80,4.13,0.56,0:01.85,46296,114228,70066,50073
70,4.11,0.73,0:01.90,58664,116671,76308,63812
60,4.15,0.76,0:01.92,63870,119672,78195,69315
50,4.39,1.05,0:02.10,71275,233823,142190,87026
40,6.25,3.55,0:03.63,183954,974591,582680,477557
30,6.78,4.52,0:04.21,251875,1104078,693973,758700
20,6.45,4.88,0:04.27,269873,1112142,709777,797900
10,6.68,4.76,0:04.33,273334,1114030,711611,800399
5,6.87,5.12,0:04.53,288875,1141182,728087,810942
