RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.25,2.97,0:05.23,218059,568506,283291,234928
90,2.21,1.36,0:03.85,28,720487,342453,262673
80,2.36,1.30,0:03.94,7,735541,401996,282752
70,2.27,1.46,0:04.01,12,733942,456715,283540
60,2.52,1.87,0:04.86,2326,899087,564586,504187
50,2.49,2.02,0:05.01,159,937515,565425,552703
40,2.71,1.84,0:05.01,92,940953,565519,558248
30,2.59,1.99,0:04.98,18,940920,565593,562801
20,2.64,1.99,0:05.00,18,940545,565592,562901
10,2.82,1.82,0:04.98,18,939763,565595,563004
5,2.73,1.91,0:04.97,18,940129,565595,563056
