RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,6.83,1.37,0:08.21,110,678496,0,217
90,6.90,1.38,0:08.29,56,689446,0,12612
80,7.10,1.32,0:08.43,377,698750,0,13779
70,7.10,1.43,0:08.54,849,714468,0,23730
60,7.05,1.78,0:08.85,11921,765282,0,65578
50,7.42,1.89,0:09.32,5746,900315,0,120429
40,7.36,2.29,0:09.67,6955,1029346,0,271475
30,7.57,2.60,0:10.18,15877,1154797,0,440047
20,7.71,2.63,0:10.36,2366,1264695,0,540333
10,7.90,2.96,0:10.87,2177,1371748,0,687282
5,8.76,3.00,0:11.77,3864,1442128,0,758226
