RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,25.48,0.30,0:25.79,30,262901,390,203
90,26.02,1.81,0:28.36,61370,849957,447683,378578
80,26.16,2.48,0:29.65,106522,1067555,632500,563840
70,26.28,3.19,0:30.75,133478,1384674,819270,781963
60,26.14,3.86,0:31.29,166272,1452576,874534,845493
50,26.30,4.22,0:31.87,182743,1664826,996114,975625
40,26.23,5.12,0:32.73,254150,1756640,1084246,1069363
30,26.58,6.14,0:34.10,343617,2004106,1265786,1240204
20,26.89,8.41,0:36.93,494723,2619376,1678902,1639901
10,27.00,11.14,0:39.88,704830,3052525,2026096,2001907
5,27.29,13.66,0:42.88,906784,3516579,2385252,2357071
