RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.17,2.97,0:05.15,216739,569826,283352,233539
90,2.30,1.22,0:03.79,42,786523,342816,262001
80,2.37,1.23,0:03.89,8,786557,401680,282743
70,2.38,1.28,0:03.95,12,786560,456088,283537
60,2.41,1.90,0:04.81,2263,996196,564591,503945
50,2.51,1.90,0:04.94,179,1048549,565421,552508
40,2.56,1.90,0:04.94,78,1048646,565514,558190
30,2.66,1.82,0:04.92,20,1048708,565590,562799
20,2.64,1.88,0:04.92,17,1048708,565591,562897
10,2.62,1.93,0:04.91,20,1048708,565594,563011
5,2.69,1.87,0:04.91,20,1048708,565596,563059
