RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.52,0.09,0:03.62,0,100590,0,0
90,3.54,0.88,0:04.43,43159,109283,63881,46799
80,3.52,1.02,0:04.55,50389,113851,72169,54928
70,3.57,1.15,0:04.73,59344,122974,79214,64503
60,3.56,1.20,0:04.77,63152,110767,73744,70148
50,3.59,1.48,0:05.09,73830,178608,115634,87291
40,3.63,4.38,0:08.25,157726,1123337,653553,462223
30,3.64,6.11,0:10.15,259169,1123304,709198,776709
20,3.76,5.78,0:09.93,244413,1138067,709233,778734
10,3.88,6.25,0:10.59,265482,1247870,744321,862162
5,4.04,7.58,0:12.24,319876,1572466,814957,1228732
