RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
30,0,744789,980487.6,4536104,121,878.979,2.700,4,51315.58,21615792,402191.0
30,1,612535,860257.3,2307396,62,496.161,6.521,1,18286.97,0.000,380645.2
30,2,669,1016.096,4.011,,,,,,,
30,3,2064,2444.820,1.061,,,,,,,
30,4,1940,2320.385,1.425,,,,,,,
