RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.54,0.10,0:03.65,0,100590,0,0
90,3.59,0.23,0:03.85,990,140646,44378,42633
80,3.58,0.29,0:03.91,3696,152962,59689,54773
70,3.56,0.34,0:03.94,4305,162984,74211,66311
60,3.59,0.35,0:03.97,5606,170628,76663,74599
50,3.58,0.75,0:04.36,31684,219400,114825,106669
40,3.97,1.73,0:05.81,17855,1093444,549668,582541
30,3.97,2.14,0:06.29,2589,1379719,708897,763693
20,4.04,2.06,0:06.29,34,1382705,709363,776517
10,3.97,2.21,0:06.34,3307,1389458,714232,780056
5,4.28,3.51,0:07.94,84908,1811266,822403,1243236
