RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,6.88,1.14,0:08.02,29,679849,0,608
90,6.96,1.12,0:08.08,30,689367,0,12575
80,6.79,1.32,0:08.12,329,698357,0,13716
70,6.90,1.41,0:08.32,800,714705,0,23426
60,6.99,1.67,0:08.67,12098,766795,0,65753
50,7.04,1.97,0:09.03,5947,903234,0,120397
40,7.29,2.13,0:09.44,7221,1028076,0,271746
30,7.32,2.57,0:09.90,15865,1153908,0,441033
20,7.34,2.80,0:10.16,2453,1264812,0,540361
10,7.74,2.86,0:10.62,3905,1368961,0,693599
5,8.53,3.02,0:11.56,3555,1444126,0,757705
