RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,680236,81
90,689775,74
80,699090,385
70,716028,855
60,779427,12152
50,910080,5998
40,1036179,7275
30,1170475,15919
20,1267967,2508
10,1373527,3961
5,1448417,3610
