RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.79,0.11,0:02.14,0,100521,0,0
90,3.94,0.39,0:02.40,224,147514,50870,44906
80,4.00,0.46,0:02.49,352,160012,65968,52977
70,4.02,0.42,0:02.51,256,165133,70669,62584
60,4.03,0.40,0:02.49,285,167829,70791,68594
50,4.21,0.56,0:02.67,5669,215261,97581,78963
40,4.85,1.87,0:03.63,2821,1185274,586514,258677
30,4.62,3.53,0:04.41,935,1363788,697459,751608
20,4.84,3.00,0:04.27,418,1382175,708511,772690
10,5.08,2.89,0:04.37,4612,1387777,712054,780916
5,5.57,2.99,0:04.63,4012,1386769,711633,780583
