RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.60,0.96,0:03.57,20,524929,0,118
90,2.79,2.35,0:05.18,38099,748593,0,266525
80,2.65,2.57,0:05.25,38127,748563,0,266745
70,2.71,2.59,0:05.34,38018,748682,0,267131
60,2.68,3.30,0:06.00,86285,908919,0,477388
50,2.72,3.33,0:06.07,102345,946511,0,528575
40,2.93,3.01,0:05.96,98849,950006,0,531439
30,3.00,2.83,0:05.85,100173,948683,0,531447
20,2.83,3.18,0:06.03,105258,943597,0,531443
10,2.80,3.01,0:05.83,101186,947671,0,531431
5,2.90,3.03,0:05.94,112856,936000,0,531432
