RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.10,5.36,0:07.46,435728,613053,564006,469358
90,2.31,1.91,0:04.96,19,1048766,565037,528558
80,2.33,1.98,0:05.02,14,1048778,565615,562229
70,2.34,2.01,0:05.02,14,1048781,565617,562348
60,2.43,1.93,0:04.96,15,1048784,565617,562408
50,2.42,1.98,0:04.97,16,1048786,565623,562622
40,2.61,1.83,0:04.95,15,1048790,565625,562709
30,2.54,1.90,0:04.91,13,1048792,565611,562811
20,2.54,1.95,0:04.92,14,1048796,565624,562921
10,2.61,1.91,0:04.91,14,1048800,565623,563034
5,2.53,2.00,0:04.90,15,1048801,565622,563084
