RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2
100,0,100623,83027.68,4146.280,,,,,,,6637.013,,,,100623,15108.49,3124.376
100,1,1037,1401.547,2.085,,,,,,,,,,,1037,36.418,0.000
100,2,747,1068.364,3.436,,,,,,,,,,,747,27.262,0.000
100,3,761,877.628,2.129,,,,,,,,,,,761,30.886,0.000
100,4,307,432.730,1.394,,,,,,,,,,,307,12.700,0.000
90,0,151620,179996.5,183042.0,2373,16572.01,11.576,2,15401.22,546538.2,36892.28,50833,1716.827,19.687,151620,49990.41,163077.0
90,1,1307,1849.448,3.720,,,,,,,,,,,1307,61.510,0.180
90,2,727,991.104,1.892,,,,,,,,,,,727,26.071,0.000
90,3,880,1287.836,3.187,,,,,,,,,,,880,32.515,0.000
90,4,3350,3786.865,25.174,,,,,,,,,,,3350,187.629,1.133
80,0,158408,184550.8,227909.0,891,6358.335,2.664,4,32422.15,1518746,42663.01,57806,1929.396,14.896,158408,56472.92,204178.9
80,1,1285,1729.514,1.797,,,,,,,,,,,1285,46.779,0.000
80,2,355,447.070,0.630,,,,,,,,,,,355,12.715,0.000
80,3,771,987.314,2.505,,,,,,,,,,,771,29.981,0.000
80,4,1469,2111.713,1.406,,,,,,,,,,,1469,52.215,0.000
70,0,166831,204603.1,471280.9,1653,11740.92,2.402,6,38377.40,2705193,48788.31,66199,2076.008,39.570,166831,63380.20,425792.2
70,1,1746,2265.318,2.102,,,,,,,,,,,1746,61.452,0.000
70,2,495,629.568,1.380,,,,,,,,,,,495,17.848,0.000
70,3,1153,1455.288,1.269,,,,,,,,,,,1153,40.573,0.000
70,4,615,732.019,0.754,,,,,,,,,,,615,21.981,0.000
60,0,170030,207175.1,823532.6,609,4446.588,3.488,5,24967.47,2418809,52800.87,69246,2090.804,12.027,170030,67927.07,785110.6
60,1,1585,2108.949,2.570,,,,,,,,,,,1585,55.955,0.000
60,2,375,790.634,4.738,31,191.732,0.741,,,,,31,1.003,0.000,375,14.801,0.003
60,3,883,1259.750,2.212,,,,,,,,,,,883,31.125,0.000
60,4,809,1185.198,4.905,,,,,,,,,,,809,64.008,1.466
50,0,207251,250286.1,237016.1,1448,9940.509,2.387,4,21764.22,404013.0,59721.51,88078,2757.861,59.691,207251,78399.20,217342.7
50,1,1612,2023.776,2.365,,,,,,,,,,,1612,73.732,0.131
50,2,165,220.513,1.946,,,,,,,,,,,165,6.368,0.000
50,3,3683,4449.048,146.372,,,,,,,,,,,3683,179.268,2.534
50,4,2098,2966.973,93.459,,,,,,,,,,,2098,73.992,0.007
40,0,1248307,1487347,1362491,40131,259523.3,1714.082,5,24657.09,23234.94,336111.2,645227,22333.43,34520.64,1248307,450784.2,180583.4
40,1,1797,2464.021,2.232,,,,,,,,,,,1797,65.527,0.000
40,2,1002,1895.461,6.702,,,,,,,,,,,1002,43.255,0.014
40,3,844,989.807,2.152,,,,,,,,,,,844,31.198,0.000
40,4,113,170.488,8.451,,,,,,,,,,,113,4.126,0.000
30,0,1382700,1666566,22746989,250,2083.620,11.739,5,23852.52,3977454,560736.0,725056,25032.34,3468.073,1382700,693073.1,17602279
30,1,2535,3948.080,6.765,16,104.512,2.830,,,,,16,0.517,0.000,2535,124.179,0.578
30,2,1555,3876.926,16.543,31,209.052,6.609,,,,,31,1.016,0.000,1555,84.701,0.093
30,3,3137,4182.456,14.903,,,,,,,,,,,3137,142.235,1.153
30,4,2159,2712.143,16.565,,,,,,,,,,,2159,75.599,0.002
20,0,1382929,1677428,4544348,38,304.089,7.133,4,21036.21,32474.70,569459.0,725145,24814.66,3918.083,1382929,700960.2,3654607
20,1,849,1234.765,2.881,16,102.740,1.866,,,,,16,0.517,0.000,849,30.584,0.000
20,2,5500,9080.425,2414.938,,,,,,,,,,,5500,298.311,26.903
20,3,1962,2998.775,2.196,,,,,,,,,,,1962,68.028,0.000
20,4,2762,3618.256,3.177,,,,,,,,,,,2762,97.362,0.000
10,0,1487126,2065683,2979701,45118,297239.4,2280.047,6,30837.86,15996.29,574815.3,798970,30000.76,1346893,1487126,717986.9,3755428
10,1,2370,3152.869,7.275,16,120.632,16.380,,,,,16,0.592,0.000,2370,86.708,0.000
10,2,1468,2865.275,7.402,8,55.300,3.413,,,,,8,0.308,0.000,1468,77.563,0.173
10,3,1206,1633.744,1.451,,,,,,,,,,,1206,44.268,0.000
10,4,997,1616.358,4.513,31,252.204,22.513,,,,,31,1.129,0.000,997,37.103,0.000
5,0,1913070,2738638,1753419,56434,372169.0,9544.946,7,27593.68,80790.62,815146.3,1187778,40690.45,146878.5,1913070,998598.5,4515497
5,1,2876,4225.426,5.403,38,247.100,4.077,,,,,38,1.252,0.000,2876,107.495,0.000
5,2,2706,5991.161,36.647,2,14.785,4.127,,,,,2,0.076,0.000,2706,158.150,0.503
5,3,2483,3394.710,7.513,,,,,,,,,,,2483,96.498,0.063
5,4,2302,3194.691,15.217,,,,,,,,,,,2302,83.038,0.001
