RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.92,0.12,0:01.60,0,100476,0,0
90,4.13,0.50,0:01.85,267,146861,50260,44517
80,4.14,0.55,0:01.91,413,159847,64400,53276
70,4.13,0.46,0:01.92,345,165460,70683,62489
60,4.15,0.54,0:01.93,147,168910,70903,69071
50,4.43,0.71,0:02.08,5236,221519,100920,79891
40,5.52,3.36,0:03.34,18060,1081353,542480,290338
30,4.99,6.70,0:04.43,3820,1375337,700719,743834
20,4.81,6.87,0:04.42,3545,1397098,715817,771432
10,4.75,11.21,0:06.58,191038,1516295,754241,920859
5,8.16,6.65,0:05.77,115567,1370708,735210,831653
