RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,6.84,1.20,0:08.05,88,678519,0,216
90,7.04,1.18,0:08.22,2055,687447,0,12532
80,6.99,1.28,0:08.27,2190,687533,0,12989
70,7.13,1.66,0:08.79,9663,705442,0,25598
60,7.21,1.96,0:09.18,44094,728466,0,61155
50,7.31,2.82,0:10.15,86836,821536,0,127826
40,7.45,3.33,0:10.80,130688,906031,0,284049
30,7.63,4.06,0:11.71,207791,958307,0,450685
20,7.78,4.40,0:12.21,253538,1006527,0,566815
10,8.06,5.04,0:13.14,330438,1044829,0,747662
5,8.82,5.22,0:14.09,349777,1092757,0,828769
