RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.54,0.86,0:06.41,176,678597,1466,544
90,5.56,0.91,0:06.48,30,689368,53873,13457
80,5.71,0.94,0:06.65,556,691964,148091,15653
70,5.61,1.32,0:06.93,2396,712146,203758,29486
60,5.76,1.69,0:07.45,17074,762793,306771,75582
50,5.84,1.95,0:07.80,10307,880063,377726,142187
40,5.83,2.61,0:08.45,12771,1012744,495904,300741
30,5.89,2.95,0:08.88,17959,1152731,561164,465012
20,5.99,2.98,0:09.02,4915,1254844,670557,578201
10,6.25,3.03,0:09.36,2368,1368515,715681,725985
5,6.88,3.26,0:10.21,4519,1434420,768304,796027
