RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2
100,0,100644,75138.89,4613.076,,,,,,,6018.451,,,
100,1,1706,2080.317,2.035,,,,,,,,,,
100,2,489,862.391,3.474,,,,,,,,,,
100,3,563,683.600,1.603,,,,,,,,,,
100,4,1091,1329.960,2.453,,,,,,,,,,
90,0,148185,176840.7,121327.8,3058,28174.46,523.156,2,62617.81,8265307,34297.76,49644,7455.581,304.560
90,1,984,1357.404,3.171,,,,,,,,,,
90,2,386,550.231,0.605,,,,,,,,,,
90,3,3146,3642.102,46.783,,,,,,,,,,
90,4,1310,1679.318,2.779,,,,,,,,,,
80,0,162478,195480.7,187489.8,2942,26376.78,4823.094,4,143544.4,168677450,39955.18,64556,12885.96,1813.797
80,1,990,1100.212,1.152,,,,,,,,,,
80,2,409,621.088,1.931,,,,,,,,,,
80,3,2066,2581.414,1.340,,,,,,,,,,
80,4,1149,1356.901,2.294,,,,,,,,,,
70,0,166164,204946.6,209859.4,2199,17942.11,162.616,6,156388.0,44301888,46456.46,69682,14454.13,1332.426
70,1,1400,1805.559,2.327,,,,,,,,,,
70,2,508,977.114,5.218,30,208.960,3.626,,,,,30,1.101,0.000
70,3,1748,2008.346,0.972,,,,,,,,,,
70,4,988,1194.016,1.937,,,,,,,,,,
60,0,168276,206289.6,125746.2,1028,10403.17,101.192,5,132668.5,28673515,51348.88,71831,14286.09,2143.116
60,1,1732,2224.239,2.035,,,,,,,,,,
60,2,534,817.985,1.543,,,,,,,,,,
60,3,1776,2143.139,1.770,,,,,,,,,,
60,4,850,1108.725,2.605,,,,,,,,,,
50,0,218566,278704.0,370141.3,5707,49459.46,444.067,7,137498.5,36310428,56763.78,98418,15370.46,4454.296
50,1,566,690.253,0.837,,,,,,,,,,
50,2,1270,1670.154,2.058,,,,,,,,,,
50,3,2777,3670.570,4.531,,,,,,,,,,
50,4,1607,2048.351,2.133,,,,,,,,,,
40,0,1240826,1347787,2062376,28281,349933.3,78066.44,6,137103.6,71999767,263017.7,648841,46328.05,47526.65
40,1,2565,3268.707,5.538,,,,,,,,,,
40,2,738,1130.895,1.931,,,,,,,,,,
40,3,3368,4703.616,6.566,,,,,,,,,,
40,4,1677,2059.084,1.412,,,,,,,,,,
30,0,1382521,1513166,1031642,427,9749.493,161.219,6,108389.7,65772120,522891.2,743161,77438.49,69954.01
30,1,2290,2720.167,7.500,,,,,,,,,,
30,2,667,1220.728,2.983,,,,,,,,,,
30,3,1957,2646.864,1.447,,,,,,,,,,
30,4,940,1197.167,1.997,,,,,,,,,,
20,0,1382620,1536648,1904585,64,792.468,82.235,7,109200.0,8957581,527867.2,750251,99166.84,79673.91
20,1,556,805.967,2.706,,,,,,,,,,
20,2,863,1327.699,3.184,,,,,,,,,,
20,3,4147,6173.564,2635.934,,,,,,,,,,
20,4,2078,2668.588,489.514,,,,,,,,,,
10,0,1474600,2057922,4501203,40044,470673.7,105621.4,6,113091.6,701829.8,534827.5,805744,83592.25,59281.36
10,1,3074,4455.815,26.975,16,114.868,3.194,,,,,16,0.591,0.000
10,2,1742,2405.045,1.902,,,,,,,,,,
10,3,4414,6262.620,88.602,,,,,,,,,,
10,4,1737,2315.923,1.918,,,,,,,,,,
5,0,1902800,2650548,3978406,48002,509078.4,89894.56,8,105164.1,3128661,761417.5,1199464,99904.13,205593.1
5,1,1003,1211.396,1.766,,,,,,,,,,
5,2,521,926.530,0.732,,,,,,,,,,
5,3,86,153.075,5.043,,,,,,,,,,
5,4,3234,4142.495,6.701,,,,,,,,,,
