RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.44,0.13,0:03.57,0,100590,0,0
90,3.52,0.27,0:03.80,3058,145202,51369,45280
80,3.54,0.35,0:03.90,2914,159494,65904,54048
70,3.49,0.43,0:03.93,2199,163931,70635,62634
60,3.55,0.36,0:03.92,1028,167211,70752,68978
50,3.59,0.48,0:04.08,5707,212627,96554,78972
40,3.91,1.90,0:05.82,28281,1212508,611283,293478
30,4.00,1.97,0:06.00,427,1382040,709101,769494
20,4.02,2.02,0:06.08,33,1382441,709078,775977
10,4.10,2.53,0:06.66,40044,1434510,743020,818865
5,3.87,3.52,0:07.42,47971,1854753,821407,1182853
