RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.72,1.95,0:04.70,39452,567642,257468,162943
90,2.86,3.29,0:08.99,12,758787,2100416,1676949
80,3.16,3.82,0:10.68,8,764498,2655350,1741745
70,2.94,5.08,0:12.02,12,768224,2816424,1710669
60,3.11,7.09,0:17.55,341,958740,4418702,2976472
50,3.08,8.02,0:18.77,420,1005422,5116399,3348462
40,3.04,9.32,0:20.73,21,1008626,5563458,3709030
30,2.96,9.85,0:21.13,24,1010562,5864631,3330464
20,2.76,51.97,0:55.47,25,589021,6091863,3282979
10,2.90,40.68,0:47.22,24,737727,6681526,3297905
5,3.10,3.03,0:07.23,25,907089,1261071,1624090
