RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.61,1.02,0:08.65,91,678062,4293,2830
90,7.66,1.39,0:09.11,1840,687557,193106,66394
80,7.70,1.71,0:09.47,1846,690669,383376,69269
70,7.62,2.34,0:09.99,5452,693486,693918,130852
60,7.65,3.22,0:10.94,21283,693296,1014078,191231
50,7.76,5.86,0:13.90,69094,769503,1703238,879586
40,7.87,6.61,0:14.84,77860,897835,2180278,1588182
30,8.11,8.37,0:17.52,134191,1015576,2818240,2522294
20,8.32,9.53,0:19.67,145735,1083202,3336823,3176970
10,8.66,10.87,0:21.67,182163,1187796,3638438,3993438
5,8.99,11.55,0:22.44,200901,1345487,3796333,3678329
