RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.28,0.18,0:04.47,0,100590,0,0
90,4.48,1.01,0:05.50,38128,104327,309400,247118
80,4.47,1.25,0:05.73,50129,102702,413018,318830
70,4.66,1.62,0:06.30,72436,122832,534671,469255
60,4.60,1.63,0:06.25,65877,105360,494741,450367
50,4.82,2.04,0:06.88,79659,155576,712727,669578
40,5.18,9.26,0:16.57,165392,847501,2978408,3109854
30,5.40,13.20,0:22.11,233182,1144055,4027428,4438788
20,5.37,13.59,0:22.55,233766,1149715,4119707,4578054
10,5.47,13.97,0:23.14,238124,1171060,4171987,4741182
5,5.67,18.91,0:30.22,318141,1571771,4431628,6807446
