RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.57,0.82,0:06.40,17,678221,898,685
90,5.61,0.85,0:06.48,32,689366,38690,11418
80,5.70,0.83,0:06.54,26,689375,81895,11440
70,5.65,1.01,0:06.66,70,698665,150398,24132
60,5.78,1.37,0:07.16,22072,741812,244668,83217
50,5.89,1.48,0:07.40,12131,833048,344558,163540
40,5.91,1.82,0:07.78,11962,973286,447422,302463
30,5.92,2.33,0:08.38,23188,1140062,560456,496996
20,6.03,2.29,0:08.52,2304,1225027,659068,584536
10,6.36,2.44,0:08.95,4594,1371666,714140,740588
5,7.06,2.63,0:09.82,5638,1443736,774601,807171
