RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.21,1.00,0:03.22,6657,779912,300867,24184
90,2.28,1.27,0:03.57,32825,753744,414163,283437
80,2.37,1.22,0:03.60,32857,753712,448771,283928
70,2.43,1.22,0:03.67,32805,753773,500593,284686
60,2.45,1.76,0:04.22,69990,925281,564388,492650
50,2.44,1.87,0:04.31,81773,966953,565494,557718
40,2.46,4.38,0:06.84,524303,524423,565587,563033
30,2.51,1.82,0:04.33,85017,963710,565587,563039
20,2.58,1.72,0:04.30,79968,968762,565589,563040
10,2.64,4.21,0:06.85,524300,524427,565587,563029
5,2.61,1.91,0:04.53,98318,950409,565588,563039
