RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.41,0.14,0:04.57,0,104849,0,0
90,4.45,0.41,0:04.88,14178,113609,161538,82816
80,4.50,1.26,0:05.78,52174,114994,462760,325902
70,4.61,1.49,0:06.11,68042,114867,475535,433732
60,4.65,1.76,0:06.43,74548,119891,493042,474677
50,4.72,1.79,0:06.59,84206,151300,608417,544291
40,5.30,3.75,0:09.55,136927,403810,1202123,1187390
30,5.84,11.40,0:19.75,215431,1059912,3584179,3849084
20,5.60,12.79,0:21.19,218004,1113056,3883598,4313895
10,5.85,28.34,0:40.76,470399,2150933,7366978,8988463
5,5.78,28.84,0:42.11,462143,2203793,7504664,9605032
