RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.22,2.92,0:05.15,217260,569305,283245,234088
90,2.30,1.21,0:03.79,8,786557,342371,262279
80,2.30,1.31,0:03.89,8,786557,401589,282737
70,2.41,1.26,0:03.96,12,786560,456303,283535
60,2.45,1.86,0:04.81,1958,996110,564596,504131
50,2.61,1.81,0:04.95,177,1048551,565425,552897
40,2.59,1.88,0:04.95,38,1048686,565518,558487
30,2.62,1.86,0:04.91,19,1048709,565590,562800
20,2.74,1.77,0:04.92,19,1048709,565594,562903
10,2.76,1.78,0:04.91,20,1048708,565593,563010
5,2.72,1.84,0:04.90,14,1048714,565593,563049
