RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.56,0.81,0:06.38,87,678044,765,605
90,5.59,0.83,0:06.44,1483,687915,38646,11431
80,5.65,0.83,0:06.50,1429,687972,82563,11372
70,5.67,1.00,0:06.68,7811,692279,155387,25801
60,5.80,1.39,0:07.20,35977,728590,244827,94502
50,5.71,2.15,0:07.90,79184,764387,344538,169937
40,5.93,2.58,0:08.58,124472,849773,430011,301945
30,5.83,3.84,0:09.83,206772,956775,560304,494911
20,6.13,3.77,0:10.20,201920,1030259,651879,607687
10,6.14,4.45,0:10.95,240593,1131068,708502,764149
5,7.12,4.45,0:11.97,250323,1204421,776273,860511
