RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.61,1.04,0:08.68,96,678076,4294,2904
90,7.59,1.45,0:09.11,1826,687575,193106,66394
80,7.58,1.50,0:09.12,1652,687749,349563,68541
70,7.60,2.29,0:09.93,7834,692357,693744,120390
60,7.77,3.14,0:10.97,18529,692333,1014079,191289
50,7.74,5.35,0:13.58,66477,770669,1702386,829358
40,7.69,4.87,0:12.91,69566,904054,1713880,1209264
30,7.89,6.10,0:14.66,142746,1008675,1963083,1637512
20,7.53,6.76,0:15.29,189446,1053502,2347719,2103119
10,7.94,9.03,0:18.67,238456,1131201,3120057,3137141
5,8.95,10.26,0:20.98,182990,1276900,3560028,3934596
