RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.20,2.93,0:05.14,218352,568213,283194,235246
90,2.35,1.16,0:03.79,12,786553,342272,262060
80,2.36,1.23,0:03.88,8,786557,401687,282746
70,2.40,1.25,0:03.95,12,786560,456668,283538
60,2.48,1.82,0:04.79,1960,996125,564587,503847
50,2.56,1.86,0:04.94,183,1048545,565422,552740
40,2.70,1.78,0:04.95,97,1048625,565516,558197
30,2.62,1.86,0:04.91,20,1048708,565595,562805
20,2.71,1.81,0:04.93,17,1048708,565590,562906
10,2.73,1.80,0:04.90,16,1048712,565593,563006
5,2.74,1.82,0:04.91,19,1048709,565593,563057
