RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.30,1.16,0:08.48,61,678104,3261,2230
90,7.33,1.33,0:08.71,32,689362,132411,52668
80,7.31,1.55,0:08.90,26,689371,288484,54965
70,7.38,1.97,0:09.40,84,689390,550287,95052
60,7.38,2.82,0:10.25,11418,698115,921904,268660
50,7.57,3.51,0:11.33,11878,733638,1361179,663876
40,7.88,4.24,0:12.40,12548,777136,1746462,1214967
30,8.38,4.31,0:13.39,20314,845957,2341112,2015627
20,8.86,4.47,0:14.46,1710,932452,2738639,2456918
10,9.02,4.98,0:15.46,4891,994109,2959130,2986405
5,9.38,6.51,0:16.55,39523,1038180,3066090,2826763
