RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.75,0.10,0:02.11,0,100521,0,0
90,3.97,0.61,0:02.49,36256,105845,49411,39831
80,3.97,0.73,0:02.56,49419,103122,68873,53782
70,3.92,0.87,0:02.62,59843,107449,74672,65726
60,3.95,0.88,0:02.65,63540,105586,72872,70867
50,4.19,1.18,0:02.93,86553,153138,108631,103986
40,5.06,3.65,0:04.87,174083,901289,546374,487355
30,4.84,5.22,0:05.77,245792,1064243,671068,742033
20,4.65,5.47,0:05.90,258293,1122529,707898,793285
10,4.73,5.50,0:06.01,264148,1118616,709686,797124
5,5.37,5.48,0:06.33,281812,1122528,721480,803816
