RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,100776,0
90,142533,36272
80,152884,49430
70,167814,59850
60,169872,63554
50,241850,86566
40,1169084,174101
30,1460552,245806
20,1544505,258301
10,1548953,264161
5,1576946,281826
