RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
100,0,786745,1371988,7385007,53456,845851.0,230747.3,,,,45125.91
100,1,559,678.895,0.848,,,,,,,
100,2,228,460.471,4.007,,,,,,,
100,3,313,360.824,0.379,,,,,,,
100,4,2275,3067.755,14.397,,,,,,,
90,0,786564,1053941,8031395,7,160.592,17.174,16,433334.7,56016851,215913.4
90,1,534,854.277,3.734,16,115.848,5.548,,,,
90,2,239,619.728,6.145,30,210.848,4.667,,,,
90,3,1718,2512.154,2.068,,,,,,,
90,4,1409,1697.304,2.043,,,,,,,
80,0,786563,1061601,1664905,7,120.180,76.764,12,318131.6,147442504,222829.3
80,1,1802,2219.216,2.281,,,,,,,
80,2,294,487.250,1.684,,,,,,,
80,3,1459,1867.765,1.906,,,,,,,
80,4,803,1074.762,2.543,16,118.973,6.535,,,,
70,0,786643,1072892,14155306,42,476.271,71.283,13,322469.2,124291811,221657.9
70,1,1393,1676.976,1.642,,,,,,,
70,2,569,837.851,2.449,,,,,,,
70,3,1494,2077.232,3.105,9,82.000,26.890,,,,
70,4,805,1011.866,2.467,,,,,,,
60,0,995658,1731177,3014270,23,245.153,62.890,17,714226.9,1660434283,338368.2
60,1,3987,4540.699,39.592,,,,,,,
60,2,944,1455.455,2.716,16,115.779,3.717,,,,
60,3,3419,4432.384,12.351,,,,,,,
60,4,2141,2670.151,25.905,,,,,,,
50,0,1048779,1868760,3698467,60,1412.566,109.368,21,836180.7,474369426,374100.6
50,1,1555,1971.861,2.521,,,,,,,
50,2,432,881.086,4.686,16,114.808,3.632,,,,
50,3,786,1140.810,3.399,,,,,,,
50,4,56,69.677,0.250,,,,,,,
40,0,1048782,1959769,9494248,13,236.833,115.381,10,244205.2,24180153,377804.6
40,1,2288,2871.343,10.861,,,,,,,
40,2,491,777.148,1.596,,,,,,,
40,3,2571,3498.492,5.197,,,,,,,
40,4,1857,2203.311,1.677,,,,,,,
30,0,1048651,1956991,8985055,17,149.618,17.736,10,286230.5,70482662,381034.3
30,1,2041,2547.938,1.720,,,,,,,
30,2,522,745.102,2.155,,,,,,,
30,3,2795,3595.931,2.728,,,,,,,
30,4,1902,2279.470,1.450,16,112.281,3.749,,,,
20,0,1048924,1965196,4685672,16,150.611,33.688,5,134693.7,48967400,376449.2
20,1,616,703.861,1.483,,,,,,,
20,2,390,664.414,3.156,,,,,,,
20,3,2362,3342.467,12.155,,,,,,,
20,4,2568,3073.664,6.037,,,,,,,
10,0,1048652,1966019,3779601,18,246.022,104.927,3,61688.79,2169052,372596.2
10,1,638,794.613,1.819,,,,,,,
10,2,470,781.183,1.459,,,,,,,
10,3,459,517.316,1.462,,,,,,,
10,4,175,164.224,1.694,,,,,,,
5,0,1048781,1969021,3809977,18,246.815,105.205,,,,373538.3
5,1,1034,1314.709,2.035,,,,,,,
5,2,334,773.396,7.077,16,115.101,3.100,,,,
5,3,1142,1642.650,2.360,8,59.222,2.618,,,,
5,4,4193,4713.352,311.521,,,,,,,
