RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.25,1.62,0:03.88,53456,733109,283823,60672
90,2.32,1.60,0:04.03,7,786558,385205,282470
80,2.32,1.53,0:03.96,7,786559,438489,283092
70,2.30,1.58,0:03.99,12,786562,488672,283857
60,2.41,2.41,0:05.16,23,995579,564518,499769
50,2.43,2.60,0:05.41,60,1048666,565394,551196
40,2.57,1.98,0:04.97,13,1048716,565591,562632
30,2.55,2.04,0:05.00,17,1048709,565579,562739
20,2.65,1.79,0:04.87,16,1048710,565588,562774
10,2.61,1.77,0:04.81,18,1048709,565589,562915
5,2.57,1.77,0:04.76,18,1048712,565592,562957
