RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.47,0.65,0:03.13,3,524814,81042,65290
90,2.81,4.14,0:07.17,161248,887541,1223934,1037744
80,2.74,7.69,0:11.11,133611,915182,2154199,2189534
70,2.67,9.30,0:12.89,130401,918399,2262449,2248123
60,2.46,10.38,0:13.81,127797,921002,2352870,2242586
50,2.56,10.97,0:14.51,127881,920921,2784497,2242557
40,2.54,11.47,0:15.03,127723,921082,3116469,2233406
30,2.60,12.27,0:15.93,127534,921274,3634623,2242003
20,2.66,12.71,0:16.46,127650,921158,3878459,2262965
10,2.54,13.14,0:16.76,125650,923165,4072250,2237079
5,2.58,13.61,0:17.30,125533,923280,4274703,2251192
