RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.78,0.13,0:02.15,0,100521,0,0
90,3.97,0.26,0:02.35,1065,149472,54406,43491
80,3.88,0.36,0:02.33,989,159014,68622,51371
70,3.90,0.35,0:02.35,1484,165668,70673,62061
60,3.92,0.31,0:02.34,351,168542,70792,68791
50,4.11,0.33,0:02.44,1364,214374,95157,74646
40,4.91,2.18,0:03.79,82391,1060318,562615,364899
30,4.75,2.60,0:03.94,1122,1361831,697288,750506
20,5.09,2.44,0:04.04,603,1381094,708152,774120
10,5.03,2.81,0:04.20,99,1382655,709343,777609
5,5.81,2.75,0:04.55,153,1386126,711747,777700
