RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.57,1.12,0:03.69,2711,625302,0,3489
90,2.57,2.33,0:04.90,11,1048776,0,522388
80,2.66,2.32,0:04.99,18,1048777,0,531456
70,2.63,2.21,0:04.85,14,1048782,0,531444
60,2.63,2.35,0:04.99,14,1048784,0,531470
50,2.67,2.26,0:04.94,14,1048790,0,531468
40,2.68,2.24,0:04.93,14,1048794,0,531466
30,2.74,2.12,0:04.86,15,1048793,0,531483
20,2.65,2.28,0:04.94,15,1048795,0,531489
10,2.81,2.04,0:04.86,14,1048799,0,531503
5,2.70,2.11,0:04.82,14,1048800,0,531482
