RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
100,8,1445,1890.501,3.485,,,,,,,
100,9,615,831.508,3.133,,,,,,,
100,10,1192,1567.824,1.669,,,,,,,
100,11,1150,1507.883,2.104,,,,,,,
100,12,1390,1748.435,2.833,,,,,,,
100,13,593,800.654,2.160,,,,,,,
100,14,551,836.638,1.685,,,,,,,
100,15,2472,2549.088,13.030,,,,,,,
100,16,,,,,,,,,,
100,17,538,809.584,1.952,,,,,,,
100,18,419,688.013,1.095,,,,,,,
100,19,264,446.442,2.701,,,,,,,
90,8,1805,2373.977,2.328,,,,,,,
90,9,2411,2963.031,7.817,,,,,,,
90,10,1761,2190.488,1.370,,,,,,,
90,11,1972,2694.973,2.367,,,,,,,
90,12,960,1197.412,1.685,,,,,,,
90,13,709,1095.544,5.724,16,128.430,95.771,,,,
90,14,397,1030.331,7.562,40,253.755,8.355,,,,
90,15,2690,3146.218,9.423,,,,,,,
90,16,81,106.948,0.787,,,,,,,
90,17,523,801.509,1.126,,,,,,,
90,18,515,772.927,2.002,,,,,,,
90,19,473,748.314,1.418,,,,,,,
80,8,1990,2549.175,2.012,,,,,,,
80,9,2788,3561.710,3.543,,,,,,,
80,10,1893,2340.168,1.258,,,,,,,
80,11,1917,2573.058,1.679,,,,,,,
80,12,431,526.326,1.028,,,,,,,
80,13,685,961.679,2.023,,,,,,,
80,14,346,794.132,4.325,,,,,,,
80,15,3930,4139.274,23.775,,,,,,,
80,16,216,400.427,0.758,,,,,,,
80,17,535,850.216,1.329,,,,,,,
80,18,464,797.653,3.830,7,70.454,76.379,,,,
80,19,137,169.033,0.931,,,,,,,
70,8,1864,2297.683,1.142,,,,,,,
70,9,2215,2686.532,7.304,,,,,,,
70,10,1842,2298.476,1.668,,,,,,,
70,11,1540,2036.961,1.490,,,,,,,
70,12,927,1235.554,2.621,,,,,,,
70,13,540,709.430,1.779,,,,,,,
70,14,646,1143.155,1.359,,,,,,,
70,15,4744,5053.849,64.602,,,,,,,
70,16,,,,,,,,,,
70,17,535,1025.203,8.183,37,277.745,40.385,,,,
70,18,499,740.497,4.126,3,46.772,278.399,,,,
70,19,612,723.112,1.192,,,,,,,
60,8,2171,2782.583,18.154,,,,,,,
