RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2
100,0,1048781,3143342,2127297,108716,2396371,358590.2,,,,67665.62,524309,17668.47,1064000
100,1,1472,1844.604,2.478,,,,,,,,,,
100,2,282,574.796,1.575,,,,,,,,,,
100,3,537,686.729,2.402,,,,,,,,,,
100,4,223,260.612,0.387,,,,,,,,,,
90,0,1048715,1889297,2383364,223,3544.644,39.215,37,876199.3,51990880,387691.5,745793,676569.5,438410.6
90,1,2060,2493.995,2.983,,,,,,,,,,
90,2,254,523.427,4.260,,,,,,,,,,
90,3,758,970.442,1.438,,,,,,,,,,
90,4,957,1060.731,0.639,,,,,,,,,,
80,0,1048797,1943381,2313135,17,368.003,126.631,33,776377.5,61852871,394752.7,757035,715064.7,695481.5
80,1,1560,2031.835,2.891,,,,,,,,,,
80,2,471,688.103,2.709,,,,,,,,,,
80,3,612,1069.241,7.980,16,228.527,4.994,,,,,16,0.486,0.000
80,4,280,324.660,0.385,,,,,,,,,,
70,0,1048853,1953545,61063156,14,257.087,61.981,34,646919.3,58330126,400031.4,746843,703717.7,520094.0
70,1,2405,3204.532,8.487,,,,,,,,,,
70,2,1119,1393.854,1.838,,,,,,,,,,
70,3,3045,4386.048,40.705,16,242.106,9.883,,,,,16,0.534,0.000
70,4,2388,2913.613,8.621,,,,,,,,,,
60,0,1048987,1957135,3116482,17,332.835,74.144,30,622411.0,110520092,386593.9,758970,730696.2,854014.2
60,1,860,988.079,1.582,,,,,,,,,,
60,2,364,640.197,1.895,,,,,,,,,,
60,3,800,1007.136,1.264,,,,,,,,,,
60,4,2680,3298.713,4.206,,,,,,,,,,
50,0,1048730,1977230,1333381,14,260.550,73.021,29,767957.0,188371959,383740.2,771257,764295.9,2368660
50,1,1024,1629.304,6.989,16,273.630,49.893,,,,,16,0.563,0.000
50,2,288,611.729,2.968,,,,,,,,,,
50,3,4886,6568.414,103.544,33,483.470,14.478,,,,,33,1.040,0.000
50,4,2358,2898.696,5.132,,,,,,,,,,
40,0,1048812,1987158,389091674,14,257.029,54.075,20,428467.0,103189146,380714.2,773763,757341.2,580732.3
40,1,635,729.266,1.158,,,,,,,,,,
40,2,465,833.230,0.928,,,,,,,,,,
40,3,4331,5157.821,98.207,,,,,,,,,,
40,4,2728,3531.111,5.503,,,,,,,,,,
30,0,1048737,1996999,3506759,14,257.770,73.264,15,322057.5,157885911,386785.4,765052,762602.7,694816.7
30,1,1866,2340.560,2.133,,,,,,,,,,
30,2,348,634.299,3.563,,,,,,,,,,
30,3,1555,2414.067,4.666,16,232.020,4.796,,,,,16,0.503,0.000
30,4,460,537.368,0.420,,,,,,,,,,
20,0,1048956,2013100,3481136,14,264.079,90.899,11,257705.0,37021942,382979.6,773289,780185.2,508481.9
20,1,2046,2670.945,3.456,9,149.329,28.057,,,,,9,0.354,0.000
20,2,798,1277.737,4.316,,,,,,,,,,
20,3,1756,2448.640,2.739,,,,,,,,,,
20,4,1282,1825.312,4.283,16,228.766,4.502,,,,,16,0.537,0.000
10,0,1049007,2019931,4661727,15,296.250,82.874,5,120305.0,85185925,377646.6,769052,785740.6,1136831
10,1,1143,1359.838,1.919,,,,,,,,,,
10,2,668,1040.222,2.054,,,,,,,,,,
10,3,634,826.512,2.616,,,,,,,,,,
10,4,2470,3228.385,6.951,,,,,,,,,,
5,0,1049030,2021431,2330794,14,253.782,51.774,4,76157.74,43809182,381021.8,769748,787861.6,592492.6
5,1,,,,,,,,,,,,,
5,2,1716,2404.106,2.975,,,,,,,,,,
5,3,2539,3358.948,5.035,,,,,,,,,,
5,4,2140,2797.460,51.412,16,235.101,3.712,,,,,16,0.556,0.000
