RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.97,0.12,0:01.61,0,100476,0,0
90,4.09,0.57,0:01.86,219,146868,50685,43984
80,4.12,0.54,0:01.90,256,159930,65170,53068
70,4.10,0.49,0:01.92,454,165222,70694,62533
60,4.13,0.52,0:01.91,204,168336,70797,68683
50,4.39,0.55,0:02.02,4058,197625,87342,77041
40,5.54,3.13,0:03.28,15500,1038550,518376,295262
30,4.83,7.07,0:04.53,5612,1368637,698717,745078
20,4.79,7.36,0:04.62,11505,1417341,723660,778806
10,4.48,11.42,0:06.51,187721,1501452,753229,921844
5,6.37,5.35,0:04.79,45060,1441953,736944,827226
