RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
30,0,741694,1461694,4362567,118911,893359.7,104815.1,5,44183.95,26876948,
30,1,599280,1449574,1198430,125004,944592.5,95854.67,,,,
30,2,3637,4468.085,347.207,2,21.727,41.359,,,,
30,3,2503,3330.799,7.019,1,9.893,0.000,,,,
30,4,2571,3181.974,5.452,,,,,,,
