RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.05,0.09,0:01.31,0,100491,0,0
90,4.23,0.53,0:01.49,29213,121149,53822,43781
80,4.30,0.55,0:01.53,40788,123959,67009,53701
70,4.24,0.63,0:01.55,48141,119005,70690,63169
60,4.30,0.66,0:01.56,56819,113765,71110,69191
50,4.56,0.78,0:01.66,65920,180974,111482,77941
40,5.97,3.66,0:02.78,301051,586034,445170,333379
30,5.38,6.59,0:03.47,676781,648667,679625,726137
20,4.91,7.12,0:03.49,710504,667926,707913,769340
10,5.99,6.75,0:03.69,723326,660086,709468,777482
5,7.24,12.47,0:06.74,1363966,1167254,747551,1072011
