RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.67,1.16,0:08.85,229,678044,4699,3139
90,7.70,1.45,0:09.22,41,689371,173645,65880
80,7.58,1.75,0:09.46,26,689374,386218,69030
70,7.79,2.24,0:10.07,108,689380,695196,119794
60,7.78,2.47,0:10.52,469,703383,1059252,182948
50,7.81,4.28,0:12.92,14540,746056,1686615,790294
40,8.04,5.46,0:14.97,12147,858083,2192203,1539914
30,8.19,5.41,0:16.04,23985,988535,2731096,2466482
20,8.41,5.21,0:17.15,2440,1061177,3427764,3026449
10,8.88,4.93,0:17.34,4266,1153044,3651662,3684399
5,8.86,7.46,0:18.66,37356,1302775,3965821,3509098
