RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.53,0.12,0:03.66,0,100590,0,0
90,3.59,0.22,0:03.84,861,140654,44248,42581
80,3.54,0.33,0:03.90,3998,153327,60188,55115
70,3.56,0.36,0:03.96,4423,162784,74198,66330
60,3.55,0.42,0:04.01,5673,171193,76970,74688
50,3.64,0.59,0:04.26,24981,201588,101695,99731
40,3.90,1.81,0:05.82,15277,1105692,554903,587460
30,3.85,2.27,0:06.30,2945,1379516,708998,764967
20,3.95,2.10,0:06.25,32,1382707,709366,776525
10,4.06,2.11,0:06.33,2955,1390608,714806,779701
5,4.19,3.53,0:07.87,76247,1818764,822488,1235868
