RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.43,3.99,0:06.45,222409,564157,566681,480760
90,2.56,1.92,0:05.28,8,740563,691379,558543
80,2.61,1.91,0:05.34,8,740966,797734,565569
70,2.56,2.11,0:05.52,12,742327,902751,567094
60,2.77,2.81,0:06.97,240,921417,1129230,1011134
50,2.88,3.13,0:07.53,242,967421,1131108,1121600
40,2.84,3.18,0:07.55,16,974421,1131166,1125443
30,2.69,3.41,0:07.56,20,973204,1131164,1125761
20,2.83,3.34,0:07.61,19,976767,1131170,1125972
10,2.89,3.39,0:07.68,20,978587,1131160,1126155
5,2.85,3.49,0:07.69,20,977470,1131169,1126305
