RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
100,0,101111,107822.6,4185.968,6,144.739,336.952,,,,
100,1,667,1126.874,3.873,,,,,,,
100,2,1014,1666.368,3.444,,,,,,,
100,3,971,1589.043,3.555,,,,,,,
100,4,746,1200.470,7.579,,,,,,,
90,0,163030,433348.0,146636.6,48269,278835.2,4428.271,2,56248.24,27043923,
90,1,616,1011.231,1.374,,,,,,,
90,2,348,563.633,5.510,4,51.584,203.926,,,,
90,3,821,1352.020,6.244,,,,,,,
90,4,393,657.072,6.660,,,,,,,
80,0,164208,471878.7,749865.2,56640,329710.6,2875.630,3,94934.39,111673957,
80,1,625,1167.000,4.971,7,67.189,98.883,,,,
80,2,306,512.232,2.913,,,,,,,
80,3,186,266.249,0.708,,,,,,,
80,4,297,425.478,1.050,,,,,,,
70,0,194339,575515.9,177068.2,69076,400799.4,4668.615,6,196011.8,125030038,
70,1,765,1258.921,1.803,,,,,,,
70,2,855,1299.672,3.108,4,59.226,159.721,,,,
70,3,319,458.850,2.409,2,20.258,29.706,,,,
70,4,414,612.939,1.339,,,,,,,
60,0,219413,635784.6,113174.2,76367,450021.6,7388.225,7,187254.5,93667270,
60,1,1117,1806.407,1.146,,,,,,,
60,2,725,1063.165,1.113,,,,,,,
60,3,504,794.989,2.912,,,,,,,
60,4,770,1225.979,1.632,,,,,,,
50,0,266945,793570.9,453203.7,99708,580990.2,15850.87,8,241558.4,126125838,
50,1,1369,2216.657,2.313,10,83.844,76.595,,,,
50,2,756,1231.656,4.646,12,96.726,56.066,,,,
50,3,570,828.383,1.447,,,,,,,
50,4,476,759.671,3.359,,,,,,,
40,0,963240,1707833,5036888,165827,1046114,91886.04,10,359200.6,59833792,
40,1,334,579.527,3.248,,,,,,,
40,2,141,237.629,2.255,,,,,,,
40,3,382,711.571,5.135,2,39.705,371.526,,,,
40,4,96,163.494,13.359,,,,,,,
30,0,1104668,2175799,2425959,227950,1409473,628796.1,17,443191.9,42793628,
30,1,72,113.169,1.937,,,,,,,
30,2,111,156.280,0.443,,,,,,,
30,3,75,86.733,0.486,,,,,,,
30,4,74,125.229,5.612,,,,,,,
20,0,1105473,2165839,10850653,230696,1418050,202533.6,16,480394.7,103172332,
20,1,196,269.906,0.540,,,,,,,
20,2,202,276.069,0.738,,,,,,,
20,3,119,236.737,10.708,4,50.758,199.763,,,,
20,4,,,,,,,,,,
10,0,1124133,2183602,1141470992,229629,1433087,88678.37,19,397033.8,24763295,
10,1,152,239.918,9.718,,,,,,,
10,2,75,111.257,0.757,,,,,,,
10,3,73,82.674,0.562,,,,,,,
10,4,370,592.127,1.152,,,,,,,
5,0,1678363,4215715,507509.0,375165,2965428,2131390,15,434601.2,53110696,
5,1,131,297.566,10.927,3,44.095,250.309,,,,
5,2,123,230.722,4.632,6,48.059,23.888,,,,
5,3,209,291.850,1.257,,,,,,,
5,4,262,362.588,1.021,,,,,,,
