RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.64,1.10,0:03.75,2883,629399,0,3686
90,2.53,1.71,0:04.25,7,786557,0,266513
80,2.47,1.72,0:04.19,7,786557,0,266819
70,2.53,1.79,0:04.32,12,786561,0,267171
60,2.69,2.19,0:04.88,37,995286,0,477704
50,2.55,2.35,0:04.91,47,1048678,0,527240
40,2.72,2.18,0:04.90,17,1048709,0,531468
30,2.79,2.01,0:04.80,17,1048708,0,531449
20,2.84,2.09,0:04.94,17,1048709,0,531453
10,2.75,2.12,0:04.88,17,1048709,0,531460
5,2.62,2.14,0:04.77,16,1048709,0,531464
