RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.23,0.72,0:02.95,559,614040,95689,3572
90,2.12,4.17,0:06.31,140145,908646,565197,539024
80,2.10,6.22,0:08.34,297330,751464,565612,563018
70,2.14,3.96,0:06.13,134288,914509,565611,563028
60,2.18,3.92,0:06.12,135278,913522,565612,563037
50,2.15,4.20,0:06.38,146817,901989,565616,563034
40,2.19,3.96,0:06.16,149460,899347,565619,563044
30,2.30,3.68,0:06.00,142083,906730,565621,563048
20,2.26,4.56,0:06.84,206737,842077,565620,563049
10,2.33,3.47,0:05.81,140313,908504,565620,563049
5,2.35,3.27,0:05.66,129621,919195,565618,563053
