RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,100732,0
90,153923,41999
80,162887,48850
70,181272,58944
60,173290,63642
50,272426,71340
40,1190792,163993
30,1477251,253907
20,1525335,268467
10,1544328,283681
5,1632790,295537
