RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.34,0.31,0:02.90,0,101049,0,0
90,7.67,0.54,0:03.10,68,151711,0,41108
80,7.60,0.61,0:03.13,49,164106,0,49300
70,7.32,0.59,0:03.03,150,166317,0,59221
60,7.45,0.54,0:03.04,395,184605,0,65472
50,7.78,0.93,0:03.29,2057,311713,0,79484
40,9.15,2.32,0:04.23,3077,992606,0,417214
30,8.60,2.54,0:04.14,125,1085481,0,558801
20,9.13,2.39,0:04.28,123,1101861,0,579969
10,9.42,2.46,0:04.42,4577,1115883,0,592203
5,11.00,3.61,0:05.38,18252,1179444,0,602248
