RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.53,0.80,0:06.33,109,678731,1516,647
90,5.60,0.82,0:06.42,1572,687826,54098,13465
80,5.60,0.98,0:06.59,1961,690182,146020,15723
70,5.64,1.30,0:06.95,8096,707402,206825,34202
60,5.76,2.04,0:07.81,46497,733087,306028,77839
50,5.84,2.78,0:08.64,76445,814642,379973,150112
40,5.81,4.03,0:09.87,131278,891895,499732,309954
30,5.98,4.98,0:11.03,191307,976120,559004,459053
20,5.91,5.43,0:11.50,196987,1059168,670885,596474
10,6.23,5.85,0:12.35,232977,1141713,721981,758395
5,6.92,6.03,0:13.24,240033,1203045,771785,843382
