RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.04,5.42,0:07.47,436162,612619,564022,469826
90,2.22,2.01,0:04.97,39,1048746,565057,529541
80,2.33,1.98,0:05.03,14,1048778,565618,562243
70,2.26,2.08,0:05.02,14,1048781,565603,562337
60,2.28,2.09,0:04.97,16,1048790,565616,562389
50,2.39,2.00,0:04.96,15,1048786,565625,562624
40,2.48,1.96,0:04.95,15,1048790,565623,562701
30,2.40,2.04,0:04.91,15,1048793,565622,562818
20,2.64,1.85,0:04.93,15,1048796,565624,562915
10,2.65,1.86,0:04.91,15,1048799,565625,563035
5,2.56,1.97,0:04.91,15,1048801,565626,563088
